lat,lon,id,generator:method,generator:source,source,operator
-3.7877822,55.7676591,node/1846128310,2.3 MW,horizontal_axis,,Scottish Power Renewables
-3.7907936,55.7647342,node/1846128506,2.3 MW,horizontal_axis,,Scottish Power Renewables
-3.7948193,55.7653288,node/1846128598,2.3 MW,horizontal_axis,,Scottish Power Renewables
-3.7873247,55.7620502,node/1846129128,2.3 MW,horizontal_axis,,Scottish Power Renewables
-3.7936193,55.7588041,node/1846129669,2.3 MW,horizontal_axis,,Scottish Power Renewables
-3.7898111,55.7575456,node/1846130015,2.3 MW,horizontal_axis,,Scottish Power Renewables
-3.7871793,55.7562848,node/1846130553,2.3 MW,horizontal_axis,,Scottish Power Renewables
-3.7842964,55.7547654,node/1846132509,2.3 MW,horizontal_axis,,Scottish Power Renewables
-0.8878975,53.6039703,node/1861550556,,horizontal_axis,bing;local knowledge,
-0.8924427,53.6041329,node/1861550562,,horizontal_axis,bing;local knowledge,
-0.9103654,53.6045824,node/1861550599,,horizontal_axis,bing;local knowledge,
-0.8976648,53.6045919,node/1861550606,,horizontal_axis,bing;local knowledge,
-0.8999051,53.6065715,node/1861550639,,horizontal_axis,bing;local knowledge,
-0.8810798,53.6068297,node/1861550646,,horizontal_axis,bing;local knowledge,
-0.9144109,53.6068967,node/1861550652,,horizontal_axis,bing;local knowledge,
-0.8876557,53.6069827,node/1861550657,,horizontal_axis,bing;local knowledge,
-0.8930874,53.6074226,node/1861550666,,horizontal_axis,bing;local knowledge,
-0.9196367,53.6077188,node/1861550669,,horizontal_axis,bing;local knowledge,
-0.9244498,53.6081993,node/1861550679,,horizontal_axis,bing;local knowledge,
-0.9050627,53.6085319,node/1861550686,,horizontal_axis,bing;local knowledge,
-0.8816278,53.6099758,node/1861550699,,horizontal_axis,bing;local knowledge,
-0.9080606,53.6100045,node/1861550702,,horizontal_axis,bing;local knowledge,
-0.9160711,53.611238,node/1861550709,,horizontal_axis,bing;local knowledge,
-0.9097718,53.6127082,node/1861550714,,horizontal_axis,bing;local knowledge,
-0.8797098,53.6128061,node/1861550719,,horizontal_axis,bing;local knowledge,
-0.9196609,53.6134226,node/1861550726,,horizontal_axis,bing;local knowledge,
-0.9135651,53.6147327,node/1861550729,,horizontal_axis,bing;local knowledge,
-0.9214338,53.6159133,node/1861550732,,horizontal_axis,bing;local knowledge,
-0.9167508,53.6166378,node/1861550736,,horizontal_axis,bing;local knowledge,
-0.9200388,53.6184208,node/1861550742,,horizontal_axis,bing;local knowledge,
-2.157043,53.7471928,node/1869439388,2 MW,horizontal_axis,Bing,
-2.1633429,53.7502168,node/1869439400,2 MW,horizontal_axis,Bing,
-2.1594129,53.7494493,node/1869439401,2 MW,horizontal_axis,Bing,
-2.1516189,53.7492328,node/1869439402,2 MW,horizontal_axis,Bing,
-2.1537983,53.7515723,node/1869439405,2 MW,horizontal_axis,Bing,
-2.1521231,53.7457293,node/1869439406,2 MW,horizontal_axis,Bing,
-2.1634108,53.7537608,node/1869439408,2 MW,horizontal_axis,Bing,
-2.1579446,53.7529096,node/1869439409,2 MW,horizontal_axis,Bing,
0.3016708,52.1598626,node/1886072581,,horizontal_axis,,
0.2992622,52.1625018,node/1886072582,,horizontal_axis,,
0.2971755,52.1567329,node/1886072583,,horizontal_axis,,
0.305544,52.1484122,node/1886072584,,horizontal_axis,,
0.3100286,52.1470494,node/1886072585,,horizontal_axis,,
0.3042136,52.157322,node/1886072586,,horizontal_axis,,
0.3004799,52.1540472,node/1886072587,,horizontal_axis,,
0.3032694,52.151085,node/1886072588,,horizontal_axis,,
0.2946649,52.1592077,node/1886072590,,horizontal_axis,,
0.2927874,52.1625873,node/1886072591,,horizontal_axis,,
0.3063218,52.1544225,node/1886072592,,horizontal_axis,,
0.2975134,52.1651342,node/1886072593,,horizontal_axis,,
0.2990991,52.1490672,node/1886072594,,horizontal_axis,,
-1.3192906,53.0815156,node/1917525454,yes,horizontal_axis,,
-4.0680763,56.2815677,node/1927997383,2 MW,horizontal_axis,Bing,
-4.073439,56.2672357,node/1928042374,2 MW,horizontal_axis,Bing,
-4.0860111,56.2783635,node/1928042382,2 MW,horizontal_axis,Bing,
-4.0629688,56.2738008,node/1928042406,2 MW,horizontal_axis,Bing,
-4.0659728,56.2754455,node/1928042409,2 MW,horizontal_axis,Bing,
-4.0803034,56.2713232,node/1928042455,2 MW,horizontal_axis,Bing,
-4.0620461,56.2621592,node/1928042481,2 MW,horizontal_axis,Bing,
-4.0724949,56.2788281,node/1928042495,2 MW,horizontal_axis,Bing,
-4.0690198,56.2697028,node/1928042498,2 MW,horizontal_axis,Bing,
-4.0647068,56.2798287,node/1928042512,2 MW,horizontal_axis,Bing,
-4.0712289,56.2830686,node/1928042535,2 MW,horizontal_axis,Bing,
-4.0567675,56.2601809,node/1928042552,2 MW,horizontal_axis,Bing,
-4.0792305,56.2753138,node/1928042561,2 MW,horizontal_axis,Bing,
-4.0551582,56.2746228,node/1928042581,2 MW,horizontal_axis,Bing,
-4.0511456,56.2591082,node/1928042610,2 MW,horizontal_axis,Bing,
-4.0755827,56.2734559,node/1928042645,2 MW,horizontal_axis,Bing,
-4.0720443,56.2713703,node/1928042672,2 MW,horizontal_axis,Bing,
-4.0462103,56.2660203,node/1928042696,2 MW,horizontal_axis,Bing,
-4.0584197,56.2762788,node/1928042762,2 MW,horizontal_axis,Bing,
-4.0836293,56.2733963,node/1928042763,2 MW,horizontal_axis,Bing,
-4.0535274,56.2651027,node/1928042770,2 MW,horizontal_axis,Bing,
-4.0786511,56.2825684,node/1928042817,2 MW,horizontal_axis,Bing,
-4.0487423,56.2634111,node/1928042821,2 MW,horizontal_axis,Bing,
-4.0775782,56.2689635,node/1928042824,2 MW,horizontal_axis,Bing,
-4.0592566,56.2724188,node/1928042870,2 MW,horizontal_axis,Bing,
-4.0667239,56.2642447,node/1928042874,2 MW,horizontal_axis,Bing,
-4.0568104,56.2663664,node/1928042877,2 MW,horizontal_axis,Bing,
-4.0757329,56.2806274,node/1928042931,2 MW,horizontal_axis,Bing,
-4.0611878,56.2779942,node/1928042948,2 MW,horizontal_axis,Bing,
-4.04915,56.2677362,node/1928042961,2 MW,horizontal_axis,Bing,
-4.0824062,56.2766958,node/1928042993,2 MW,horizontal_axis,Bing,
-4.0659943,56.2679268,node/1928043000,2 MW,horizontal_axis,Bing,
-4.0521541,56.2695956,node/1928043043,2 MW,horizontal_axis,Bing,
-4.0604797,56.268559,node/1928043081,2 MW,horizontal_axis,Bing,
-4.0559736,56.2710605,node/1928043096,2 MW,horizontal_axis,Bing,
-0.6414844,53.6271875,node/1938013459,yes,horizontal_axis,Bing,
-0.6447325,53.6324441,node/1976338683,yes,horizontal_axis,Bing,
-0.6457655,53.6231406,node/1992571789,yes,horizontal_axis,Bing,
-0.6504688,53.6233408,node/1992571790,,horizontal_axis,Bing,
-0.637048,53.6251724,node/1992571794,yes,horizontal_axis,Bing,
-0.646464,53.6265997,node/1992571797,yes,horizontal_axis,Bing,
-0.6342352,53.6292408,node/1992571800,yes,horizontal_axis,Bing,
-0.6401788,53.6311685,node/1992571804,yes,horizontal_axis,Bing,
-4.0696212,56.2773519,node/2011356871,2 MW,horizontal_axis,Bing,
-4.1280273,55.8627965,node/2025491463,,,bing,Easthall Primary School?
-4.3158972,55.6486986,node/2029840482,2.3 MW,horizontal_axis,bing,
-4.3046617,55.6509419,node/2029840495,2.3 MW,horizontal_axis,bing,
-4.2779876,55.6524411,node/2029840512,2.3 MW,horizontal_axis,bing,
-4.3126424,55.6527043,node/2029840517,2.3 MW,horizontal_axis,bing,
-4.3039392,55.6552844,node/2029840550,2.3 MW,horizontal_axis,bing,
-4.2252519,55.6551687,node/2029840551,2.3 MW,horizontal_axis,bing,
-4.2720313,55.6558579,node/2029840569,2.3 MW,horizontal_axis,bing,
-4.2326089,55.6559349,node/2029840575,2.3 MW,horizontal_axis,bing,
-4.2822035,55.6565282,node/2029840602,2.3 MW,horizontal_axis,bing,
-4.238991,55.6572032,node/2029840615,2.3 MW,horizontal_axis,bing,
-4.3151706,55.6573348,node/2029840618,2.3 MW,horizontal_axis,bing,
-4.2883838,55.6585083,node/2029840652,2.3 MW,horizontal_axis,bing,
-4.3078794,55.6587834,node/2029840664,2.3 MW,horizontal_axis,bing,
-4.2756016,55.6594448,node/2029840684,2.3 MW,horizontal_axis,bing,
-4.2287284,55.6599072,node/2029840707,2.3 MW,horizontal_axis,bing,
-4.3190402,55.6606792,node/2029840723,2.3 MW,horizontal_axis,bing,
-4.2936375,55.6606917,node/2029840734,2.3 MW,horizontal_axis,bing,
-4.235953,55.660946,node/2029840740,2.3 MW,horizontal_axis,bing,
-4.2817058,55.6609318,node/2029840750,2.3 MW,horizontal_axis,bing,
-4.2430343,55.662167,node/2029840778,2.3 MW,horizontal_axis,bing,
-4.3122276,55.663158,node/2029840824,2.3 MW,horizontal_axis,bing,
-4.2737882,55.6633477,node/2029840829,2.3 MW,horizontal_axis,bing,
-4.2866181,55.6636245,node/2029840841,2.3 MW,horizontal_axis,bing,
-4.228692,55.6638307,node/2029840847,2.3 MW,horizontal_axis,bing,
-4.2974512,55.6639236,node/2029840854,2.3 MW,horizontal_axis,bing,
-4.3049079,55.6642225,node/2029840865,2.3 MW,horizontal_axis,bing,
-4.3212929,55.6643629,node/2029840869,2.3 MW,horizontal_axis,bing,
-4.2350238,55.6652429,node/2029840882,2.3 MW,horizontal_axis,bing,
-4.2791332,55.6658174,node/2029840891,2.3 MW,horizontal_axis,bing,
-4.2424433,55.6660999,node/2029840902,2.3 MW,horizontal_axis,bing,
-4.2906912,55.6664843,node/2029840911,2.3 MW,horizontal_axis,bing,
-4.2724297,55.6671702,node/2029840923,2.3 MW,horizontal_axis,bing,
-4.3144948,55.6675004,node/2029840932,2.3 MW,horizontal_axis,bing,
-4.299256,55.6676588,node/2029840939,2.3 MW,horizontal_axis,bing,
-4.2265785,55.6677967,node/2029840947,2.3 MW,horizontal_axis,bing,
-4.2352783,55.6691131,node/2029840979,2.3 MW,horizontal_axis,bing,
-4.283252,55.6689906,node/2029840980,2.3 MW,horizontal_axis,bing,
-4.30707,55.6691182,node/2029840983,2.3 MW,horizontal_axis,bing,
-4.3220101,55.6692221,node/2029840991,2.3 MW,horizontal_axis,bing,
-4.240956,55.6702651,node/2029841024,2.3 MW,horizontal_axis,bing,
-4.2242066,55.6708268,node/2029841040,2.3 MW,horizontal_axis,bing,
-4.292711,55.6708395,node/2029841042,2.3 MW,horizontal_axis,bing,
-4.2483176,55.6711117,node/2029841053,2.3 MW,horizontal_axis,bing,
-4.254474,55.6715371,node/2029841059,2.3 MW,horizontal_axis,bing,
-4.3171282,55.6717857,node/2029841071,2.3 MW,horizontal_axis,bing,
-4.300548,55.6720102,node/2029841077,2.3 MW,horizontal_axis,bing,
-4.2299305,55.6722074,node/2029841091,2.3 MW,horizontal_axis,bing,
-4.2855695,55.6727641,node/2029841109,2.3 MW,horizontal_axis,bing,
-4.3090295,55.6731719,node/2029841121,2.3 MW,horizontal_axis,bing,
-4.2389349,55.6733409,node/2029841134,2.3 MW,horizontal_axis,bing,
-4.3245416,55.6737372,node/2029841151,2.3 MW,horizontal_axis,bing,
-4.2470544,55.6746338,node/2029841172,2.3 MW,horizontal_axis,bing,
-4.2924943,55.6749057,node/2029841179,2.3 MW,horizontal_axis,bing,
-4.2540202,55.6752131,node/2029841181,2.3 MW,horizontal_axis,bing,
-4.233363,55.6757369,node/2029841200,2.3 MW,horizontal_axis,bing,
-4.3179926,55.6760372,node/2029841204,2.3 MW,horizontal_axis,bing,
-4.3009519,55.6763726,node/2029841220,2.3 MW,horizontal_axis,bing,
-4.2841505,55.6766536,node/2029841235,2.3 MW,horizontal_axis,bing,
-4.2425214,55.6774199,node/2029841261,2.3 MW,horizontal_axis,bing,
-4.3249564,55.6777256,node/2029841269,2.3 MW,horizontal_axis,bing,
-4.3089067,55.6783878,node/2029841286,2.3 MW,horizontal_axis,bing,
-4.2523001,55.6786171,node/2029841293,2.3 MW,horizontal_axis,bing,
-4.2912333,55.6788385,node/2029841300,2.3 MW,horizontal_axis,bing,
-4.2290542,55.6789265,node/2029841302,2.3 MW,horizontal_axis,bing,
-4.3175186,55.6804018,node/2029841307,2.3 MW,horizontal_axis,bing,
-4.2352855,55.6797445,node/2029841328,2.3 MW,horizontal_axis,bing,
-4.190938,55.6800813,node/2029841345,2.3 MW,horizontal_axis,bing,
-4.2847138,55.6802209,node/2029841347,2.3 MW,horizontal_axis,bing,
-4.259942,55.6803677,node/2029841358,2.3 MW,horizontal_axis,bing,
-4.2789615,55.6811325,node/2029841376,2.3 MW,horizontal_axis,bing,
-4.2990054,55.6811378,node/2029841377,2.3 MW,horizontal_axis,bing,
-4.2425062,55.6812951,node/2029841380,2.3 MW,horizontal_axis,bing,
-4.1969166,55.6816446,node/2029841388,2.3 MW,horizontal_axis,bing,
-4.2677201,55.6817828,node/2029841391,2.3 MW,horizontal_axis,bing,
-4.2492622,55.6820419,node/2029841396,2.3 MW,horizontal_axis,bing,
-4.2928195,55.6823961,node/2029841413,2.3 MW,horizontal_axis,bing,
-4.2261297,55.6823957,node/2029841417,2.3 MW,horizontal_axis,bing,
-4.3075087,55.6826243,node/2029841426,2.3 MW,horizontal_axis,bing,
-4.285558,55.68342,node/2029841452,2.3 MW,horizontal_axis,bing,
-4.2319787,55.6834395,node/2029841453,2.3 MW,horizontal_axis,bing,
-4.2555371,55.6834622,node/2029841454,2.3 MW,horizontal_axis,bing,
-4.1885616,55.6836141,node/2029841456,2.3 MW,horizontal_axis,bing,
-4.3020949,55.6840003,node/2029841465,2.3 MW,horizontal_axis,bing,
-4.2124104,55.6842289,node/2029841473,2.3 MW,horizontal_axis,bing,
-4.2743262,55.6843287,node/2029841474,2.3 MW,horizontal_axis,bing,
-4.2387827,55.6843609,node/2029841476,2.3 MW,horizontal_axis,bing,
-4.3140003,55.6848504,node/2029841490,2.3 MW,horizontal_axis,bing,
-4.2621421,55.6852874,node/2029841506,2.3 MW,horizontal_axis,bing,
-4.2186218,55.6853234,node/2029841509,2.3 MW,horizontal_axis,bing,
-4.244826,55.6856376,node/2029841521,2.3 MW,horizontal_axis,bing,
-4.2686741,55.6859912,node/2029841536,2.3 MW,horizontal_axis,bing,
-4.205235,55.6865208,node/2029841547,2.3 MW,horizontal_axis,bing,
-4.3200095,55.6868048,node/2029841559,2.3 MW,horizontal_axis,bing,
-4.2961049,55.6867672,node/2029841560,2.3 MW,horizontal_axis,bing,
-4.2510026,55.6869048,node/2029841567,2.3 MW,horizontal_axis,bing,
-4.3079305,55.6870237,node/2029841569,2.3 MW,horizontal_axis,bing,
-4.2121244,55.687719,node/2029841583,2.3 MW,horizontal_axis,bing,
-4.2326353,55.6876636,node/2029841585,2.3 MW,horizontal_axis,bing,
-4.1885735,55.6878224,node/2029841591,2.3 MW,horizontal_axis,bing,
-4.2572422,55.6880114,node/2029841625,2.3 MW,horizontal_axis,bing,
-4.1949069,55.6889319,node/2029841657,2.3 MW,horizontal_axis,bing,
-4.2384289,55.6888439,node/2029841674,2.3 MW,horizontal_axis,bing,
-4.2638975,55.6889699,node/2029841699,2.3 MW,horizontal_axis,bing,
-4.3129987,55.6890438,node/2029841705,2.3 MW,horizontal_axis,bing,
-4.3020677,55.6892154,node/2029841707,2.3 MW,horizontal_axis,bing,
-4.2259118,55.6901423,node/2029841795,2.3 MW,horizontal_axis,bing,
-4.2016471,55.6902126,node/2029841798,2.3 MW,horizontal_axis,bing,
-4.2453383,55.6901875,node/2029841803,2.3 MW,horizontal_axis,bing,
-4.2763413,55.6905873,node/2029841817,0.95 MW,horizontal_axis,bing,
-4.2510836,55.6908529,node/2029841856,2.3 MW,horizontal_axis,bing,
-4.2087914,55.6909783,node/2029841862,2.3 MW,horizontal_axis,bing,
-4.3185004,55.6913165,node/2029841924,2.3 MW,horizontal_axis,bing,
-4.3072087,55.6915994,node/2029841952,2.3 MW,horizontal_axis,bing,
-4.1903225,55.6915709,node/2029841959,2.3 MW,horizontal_axis,bing,
-4.2377433,55.6924141,node/2029842045,2.3 MW,horizontal_axis,bing,
-4.2996575,55.6926417,node/2029842059,2.3 MW,horizontal_axis,bing,
-4.2176232,55.6927337,node/2029842073,2.3 MW,horizontal_axis,bing,
-4.2575937,55.6927477,node/2029842082,2.3 MW,horizontal_axis,bing,
-4.2770871,55.693114,node/2029842100,0.95 MW,horizontal_axis,bing,
-4.196934,55.6932082,node/2029842120,2.3 MW,horizontal_axis,bing,
-4.1843115,55.6934983,node/2029842149,2.3 MW,horizontal_axis,bing,
-4.2455973,55.6933876,node/2029842158,2.3 MW,horizontal_axis,bing,
-4.310983,55.6936782,node/2029842182,2.3 MW,horizontal_axis,bing,
-4.2243129,55.6939345,node/2029842202,2.3 MW,horizontal_axis,bing,
-4.3231762,55.6941636,node/2029842236,2.3 MW,horizontal_axis,bing,
-4.2034687,55.6943686,node/2029842266,2.3 MW,horizontal_axis,bing,
-4.2508657,55.6944699,node/2029842273,2.3 MW,horizontal_axis,bing,
-4.3042207,55.6947274,node/2029842306,2.3 MW,horizontal_axis,bing,
-4.2303597,55.6950677,node/2029842327,2.3 MW,horizontal_axis,bing,
-4.2105195,55.6957243,node/2029842381,2.3 MW,horizontal_axis,bing,
-4.3174931,55.6959338,node/2029842387,2.3 MW,horizontal_axis,bing,
-4.2370496,55.6963103,node/2029842438,2.3 MW,horizontal_axis,bing,
-4.309239,55.6966924,node/2029842469,2.3 MW,horizontal_axis,bing,
-4.2170945,55.6967522,node/2029842475,2.3 MW,horizontal_axis,bing,
-4.2986148,55.6970781,node/2029842481,2.3 MW,horizontal_axis,bing,
-4.1971564,55.6971841,node/2029842483,2.3 MW,horizontal_axis,bing,
-4.2435726,55.6975311,node/2029842491,2.3 MW,horizontal_axis,bing,
-4.3226127,55.6976315,node/2029842497,2.3 MW,horizontal_axis,bing,
-4.2263035,55.6979134,node/2029842506,2.3 MW,horizontal_axis,bing,
-4.2036477,55.6982083,node/2029842512,2.3 MW,horizontal_axis,bing,
-4.3044578,55.6990457,node/2029842538,2.3 MW,horizontal_axis,bing,
-4.3143002,55.6992745,node/2029842543,2.3 MW,horizontal_axis,bing,
-4.2321157,55.6992623,node/2029842544,2.3 MW,horizontal_axis,bing,
-4.2107915,55.699467,node/2029842550,2.3 MW,horizontal_axis,bing,
-4.3407497,55.7004164,node/2029842569,2.3 MW,horizontal_axis,bing,
-4.2177018,55.7006782,node/2029842575,2.3 MW,horizontal_axis,bing,
-4.2973722,55.7007678,node/2029842577,2.3 MW,horizontal_axis,bing,
-4.3107262,55.7015154,node/2029842595,2.3 MW,horizontal_axis,bing,
-4.2032909,55.7019916,node/2029842608,2.3 MW,horizontal_axis,bing,
-4.3241678,55.7028483,node/2029842627,2.3 MW,horizontal_axis,bing,
-4.2097898,55.7029908,node/2029842635,2.3 MW,horizontal_axis,bing,
-4.3358797,55.7030356,node/2029842639,2.3 MW,horizontal_axis,bing,
-4.3028471,55.7031381,node/2029842649,2.3 MW,horizontal_axis,bing,
-4.3172459,55.7042358,node/2029842685,2.3 MW,horizontal_axis,bing,
-4.2958063,55.7050813,node/2029842695,2.3 MW,horizontal_axis,bing,
-4.3407412,55.7052016,node/2029842702,2.3 MW,horizontal_axis,bing,
-4.3310815,55.7055298,node/2029842703,2.3 MW,horizontal_axis,bing,
-4.323003,55.7063797,node/2029842718,2.3 MW,horizontal_axis,bing,
-4.3134178,55.707045,node/2029842723,2.3 MW,horizontal_axis,bing,
-4.3354831,55.7076023,node/2029842728,2.3 MW,horizontal_axis,bing,
-4.301395,55.7080188,node/2029842734,2.3 MW,horizontal_axis,bing,
-4.3295172,55.7087831,node/2029842745,2.3 MW,horizontal_axis,bing,
-4.3183313,55.7097261,node/2029842751,2.3 MW,horizontal_axis,bing,
-4.3078919,55.7100646,node/2029842756,2.3 MW,horizontal_axis,bing,
-4.3343656,55.711021,node/2029842763,2.3 MW,horizontal_axis,bing,
-4.3240747,55.7117414,node/2029842770,2.3 MW,horizontal_axis,bing,
-4.3293391,55.7139699,node/2029842820,2.3 MW,horizontal_axis,bing,
-1.1614824,52.4207276,node/2059656070,,horizontal_axis,,Vattenfall AB
-1.1550276,52.4221126,node/2059656071,,horizontal_axis,,Vattenfall AB
-1.1640016,52.4236106,node/2059656072,,horizontal_axis,,Vattenfall AB
-1.1567022,52.4252808,node/2059656073,,horizontal_axis,,Vattenfall AB
-1.1429571,52.4259235,node/2059656074,,horizontal_axis,,Vattenfall AB
-1.1654714,52.4268914,node/2059656079,,horizontal_axis,,Vattenfall AB
-1.1589043,52.4284752,node/2059656080,,horizontal_axis,,Vattenfall AB
-1.1464735,52.4284399,node/2059656081,,horizontal_axis,,Vattenfall AB
-1.1529292,52.4293941,node/2059656082,,horizontal_axis,,Vattenfall AB
-1.140149,52.4294375,node/2059656083,,horizontal_axis,,Vattenfall AB
-1.1462293,52.431775,node/2059656084,,horizontal_axis,,Vattenfall AB
-1.75313,54.7440984,node/2096756693,2.0 MW,horizontal_axis,Bing,
-1.7595326,54.7437262,node/2096756694,2.0 MW,horizontal_axis,Bing,
-1.7541236,54.7465588,node/2096756695,2.0 MW,horizontal_axis,Bing,
-1.7641629,54.7443799,node/2096756696,2.0 MW,horizontal_axis,Bing,
-1.7850753,54.7593072,node/2096756697,,horizontal_axis,Bing,
-1.7811524,54.760767,node/2096756698,,horizontal_axis,Bing,
-1.7777948,54.7626227,node/2096756699,,horizontal_axis,Bing,
-1.7962278,54.7560581,node/2096756700,,horizontal_axis,Bing,
-1.7979996,54.7551488,node/2096756701,,horizontal_axis,Bing,
-1.8004544,54.7537478,node/2096756702,,horizontal_axis,Bing,
-1.802402,54.7583487,node/2096756703,,horizontal_axis,Bing,
-1.8065407,54.7591603,node/2096756704,,horizontal_axis,Bing,
-1.8014462,54.7613298,node/2096756705,,horizontal_axis,Bing,
-1.8054497,54.7624223,node/2096756706,,horizontal_axis,Bing,
-1.8103377,54.7676963,node/2096756707,,horizontal_axis,Bing,
-1.8073965,54.7710739,node/2096756708,,horizontal_axis,Bing,
-1.8243039,54.7591931,node/2096756710,,horizontal_axis,Bing,
-1.8283924,54.7605456,node/2096756714,,horizontal_axis,Bing,
-1.8385778,54.7663343,node/2096756718,,horizontal_axis,Bing,
-1.8414413,54.7683318,node/2096756721,,horizontal_axis,Bing,
-1.8349107,54.7695539,node/2096756724,,horizontal_axis,Bing,
-1.8378911,54.7716355,node/2096756725,,horizontal_axis,Bing,
-1.4784476,54.9155924,node/2106028630,yes,horizontal_axis,,
-1.4702428,54.9123956,node/2106028632,yes,horizontal_axis,,
-1.4786743,54.9123956,node/2106028633,yes,horizontal_axis,,
-1.4679642,54.9149533,node/2106028634,yes,horizontal_axis,,
-1.4706344,54.9136059,node/2106028635,yes,horizontal_axis,,
-1.4729303,54.9124997,node/2106028637,yes,horizontal_axis,,
-1.4672199,54.9129714,node/2106028640,yes,horizontal_axis,,
-1.4809206,54.9145024,node/2106028641,yes,horizontal_axis,,
-1.473967,54.9155323,node/2106028642,yes,horizontal_axis,,
-1.4758539,54.9142025,node/2106028643,yes,horizontal_axis,,
-3.6744198,51.6776527,node/2138865431,,horizontal_axis,,
-3.6683795,51.6760826,node/2138865440,,horizontal_axis,,
-3.6673924,51.6740999,node/2138865458,,horizontal_axis,,
-3.6734434,51.6695023,node/2138865483,,horizontal_axis,,
-3.6772737,51.6745723,node/2138865501,,horizontal_axis,,
-3.6729124,51.6825688,node/2138865521,yes,horizontal_axis,,
-3.672038,51.6727094,node/2138865535,,horizontal_axis,,
-3.6668023,51.671891,node/2138865537,,horizontal_axis,,
-3.670493,51.6777791,node/2138865576,,horizontal_axis,,
-3.6787756,51.6700352,node/2138865595,,horizontal_axis,,
-3.6661693,51.6805931,node/2138865604,,horizontal_axis,,
-3.6632082,51.6800343,node/2138865610,,horizontal_axis,,
-3.6640236,51.6779188,node/2138865612,,horizontal_axis,,
-3.6733683,51.6745258,node/2138865615,,horizontal_axis,,
-3.6700102,51.6813914,node/2138865617,,horizontal_axis,,
-1.2366493,53.3157367,node/2139059762,yes,horizontal_axis,,
-1.241135,53.310545,node/2139059767,yes,horizontal_axis,,
-1.2334843,53.3154165,node/2139059770,yes,horizontal_axis,,
-0.2745516,53.9997422,node/2139077216,yes,horizontal_axis,,
-0.2772767,54.0040678,node/2139077217,yes,horizontal_axis,,
-0.2839699,54.002643,node/2139077218,yes,horizontal_axis,,
-0.2847859,54.0079396,node/2139077219,yes,horizontal_axis,,
-0.2780691,54.0066215,node/2139077220,yes,horizontal_axis,,
-0.280762,53.9983296,node/2139077222,yes,horizontal_axis,,
-0.2788201,53.9961913,node/2139077224,yes,horizontal_axis,,
-0.2788952,54.0090682,node/2139077227,yes,horizontal_axis,,
-0.2730067,53.9976674,node/2139077239,yes,horizontal_axis,,
-0.2826825,54.0003728,node/2139077242,yes,horizontal_axis,,
-0.2761824,54.0019689,node/2139077244,yes,horizontal_axis,,
-0.2843996,54.0053037,node/2139077247,yes,horizontal_axis,,
-2.6343701,54.3347624,node/2139129650,yes,horizontal_axis,,
-2.6302609,54.3364323,node/2139129651,yes,horizontal_axis,,
-2.6335976,54.3390653,node/2139129652,yes,horizontal_axis,,
-2.6298532,54.3382841,node/2139129653,yes,horizontal_axis,,
-1.3796213,54.6686505,node/2139148784,yes,horizontal_axis,,
-1.3884839,54.6724851,node/2139148785,yes,horizontal_axis,,
-1.3801121,54.6593486,node/2139148786,yes,horizontal_axis,,
-1.3933623,54.6725406,node/2139148787,yes,horizontal_axis,,
-1.378667,54.6642513,node/2139148788,yes,horizontal_axis,,
-1.3779798,54.6714487,node/2139148789,yes,horizontal_axis,,
-1.3972493,54.6706611,node/2139148792,yes,horizontal_axis,,
-1.3763061,54.6667519,node/2139148794,yes,horizontal_axis,,
-1.381185,54.665815,node/2139148797,yes,horizontal_axis,,
-1.3870001,54.6748791,node/2139148801,yes,horizontal_axis,,
-1.3886984,54.6700841,node/2139148804,yes,horizontal_axis,,
-1.383849,54.6716475,node/2139148805,yes,horizontal_axis,,
-1.3820326,54.6756297,node/2139148806,yes,horizontal_axis,,
-1.3752439,54.6692586,node/2139148812,yes,horizontal_axis,,
-1.3807451,54.6615643,node/2139148815,yes,horizontal_axis,,
-1.3854047,54.6688925,node/2139148818,yes,horizontal_axis,,
-1.7591654,54.7637608,node/2139169644,,horizontal_axis,,
-1.7532206,54.7648997,node/2139169645,,horizontal_axis,,
-1.7534566,54.7669045,node/2139169646,,horizontal_axis,,
-1.7584144,54.7658529,node/2139169650,,horizontal_axis,,
-3.7208781,52.3927959,node/2141145064,1.5 MW,horizontal_axis,Bing,
-3.7232277,52.3954209,node/2141145183,1.5 MW,horizontal_axis,Bing,
-3.7207493,52.3909103,node/2141145205,1.5 MW,horizontal_axis,Bing,
-3.721951,52.3941053,node/2141145410,1.5 MW,horizontal_axis,Bing,
-3.7208995,52.3892275,node/2141145422,1.5 MW,horizontal_axis,Bing,
-3.2283554,55.1204346,node/2141256998,,horizontal_axis,,
-3.2310312,55.1079598,node/2141256999,,horizontal_axis,,
-3.2234145,55.1219256,node/2141257000,,horizontal_axis,,
-3.2270953,55.106346,node/2141257001,,horizontal_axis,,
-3.2226214,55.1093959,node/2141257002,,horizontal_axis,,
-3.2152078,55.1087886,node/2141257003,,horizontal_axis,,
-3.2247559,55.1184835,node/2141257004,,horizontal_axis,,
-3.2356553,55.1131887,node/2141257005,,horizontal_axis,,
-3.230248,55.1139125,node/2141257006,,horizontal_axis,,
-3.2219503,55.1121697,node/2141257007,,horizontal_axis,,
-3.2246269,55.1155416,node/2141257008,,horizontal_axis,,
-3.2202932,55.1068247,node/2141257009,,horizontal_axis,,
